Trial,FairProb,BiasedProb
586,0.51365,0.69966
587,0.51448,0.70017
588,0.51361,0.69898
589,0.51273,0.69949
590,0.51356,0.70000
591,0.51438,0.70051
592,0.51520,0.69932
593,0.51602,0.69983
594,0.51515,0.70034
595,0.51597,0.70084
596,0.51678,0.70134
597,0.51759,0.70017
598,0.51839,0.70067
599,0.51920,0.70117
600,0.51833,0.70167
601,0.51913,0.70216
602,0.51993,0.70100
603,0.52073,0.70149
604,0.52152,0.70199
605,0.52066,0.70083
606,0.51980,0.70132
607,0.52059,0.70181
608,0.51974,0.70066
609,0.52053,0.70115
610,0.51967,0.70164
611,0.52046,0.70213
612,0.52124,0.70098
613,0.52039,0.69984
614,0.52117,0.70033
615,0.52195,0.70081
616,0.52273,0.70130
617,0.52350,0.70016
618,0.52427,0.70065
619,0.52342,0.70113
620,0.52419,0.70161
621,0.52496,0.70209
622,0.52412,0.70257
623,0.52488,0.70305
624,0.52564,0.70353
625,0.52640,0.70400
626,0.52716,0.70447
627,0.52791,0.70494
628,0.52707,0.70541
629,0.52782,0.70588
630,0.52857,0.70635
631,0.52773,0.70681
632,0.52848,0.70728
633,0.52923,0.70774
634,0.52997,0.70820
635,0.53071,0.70866
636,0.52987,0.70912
637,0.53061,0.70958
638,0.52978,0.70846
639,0.53052,0.70892
640,0.52969,0.70937
641,0.53042,0.70983
642,0.52960,0.71028
643,0.52877,0.71073
644,0.52795,0.71118
645,0.52713,0.71163
646,0.52632,0.71207
647,0.52550,0.71252
648,0.52469,0.71296
649,0.52388,0.71341
650,0.52308,0.71231
651,0.52381,0.71121
652,0.52301,0.71166
653,0.52374,0.71210
654,0.52294,0.71101
655,0.52366,0.70992
656,0.52439,0.71037
657,0.52511,0.71081
658,0.52584,0.71125
659,0.52656,0.71168
660,0.52576,0.71061
661,0.52496,0.71104
662,0.52417,0.71148
663,0.52489,0.71192
664,0.52410,0.71235
665,0.52481,0.71128
666,0.52402,0.71171
667,0.52324,0.71214
668,0.52246,0.71257
669,0.52167,0.71300
670,0.52090,0.71194
671,0.52012,0.71237
672,0.51935,0.71280
673,0.52006,0.71322
674,0.51929,0.71217
675,0.51852,0.71259
676,0.51923,0.71302
677,0.51994,0.71344
678,0.52065,0.71386
679,0.52135,0.71281
680,0.52059,0.71324
681,0.52129,0.71366
682,0.52199,0.71408
683,0.52123,0.71449
684,0.52047,0.71491
685,0.51971,0.71533
686,0.51895,0.71574
687,0.51820,0.71470
688,0.51890,0.71366
689,0.51959,0.71408
690,0.51884,0.71449
691,0.51954,0.71346
692,0.52023,0.71387
693,0.51948,0.71429
694,0.52017,0.71326
695,0.51942,0.71367
696,0.52011,0.71408
697,0.52080,0.71449
698,0.52006,0.71490
699,0.51931,0.71531
700,0.52000,0.71571
701,0.51926,0.71469
702,0.51852,0.71510
703,0.51778,0.71550
704,0.51705,0.71449
705,0.51773,0.71348
706,0.51700,0.71388
707,0.51627,0.71429
708,0.51695,0.71469
709,0.51763,0.71368
710,0.51831,0.71268
711,0.51758,0.71308
712,0.51685,0.71348
713,0.51613,0.71388
714,0.51681,0.71429
715,0.51608,0.71469
716,0.51676,0.71369
717,0.51604,0.71409
718,0.51532,0.71309
719,0.51460,0.71210
720,0.51389,0.71250
721,0.51318,0.71290
722,0.51385,0.71330
723,0.51314,0.71231
724,0.51243,0.71271
725,0.51310,0.71310
726,0.51377,0.71350
727,0.51307,0.71389
728,0.51236,0.71291
729,0.51303,0.71331
730,0.51233,0.71370
731,0.51300,0.71409
732,0.51366,0.71448
733,0.51296,0.71351
734,0.51226,0.71390
735,0.51293,0.71293
736,0.51223,0.71196
737,0.51153,0.71235
738,0.51084,0.71274
739,0.51015,0.71177
740,0.50946,0.71216
741,0.51012,0.71255
742,0.50943,0.71294
743,0.51009,0.71332
744,0.50941,0.71371
745,0.50872,0.71409
746,0.50938,0.71448
747,0.51004,0.71486
748,0.51070,0.71524
749,0.51001,0.71562
750,0.50933,0.71600
751,0.50999,0.71638
752,0.50931,0.71676
753,0.50863,0.71713
754,0.50796,0.71751
755,0.50728,0.71788
756,0.50794,0.71825
757,0.50859,0.71863
758,0.50792,0.71768
759,0.50856,0.71805
760,0.50921,0.71842
761,0.50854,0.71748
762,0.50787,0.71785
763,0.50721,0.71691
764,0.50785,0.71597
765,0.50719,0.71634
766,0.50783,0.71671
767,0.50847,0.71708
768,0.50781,0.71745
769,0.50715,0.71782
770,0.50779,0.71688
771,0.50843,0.71725
772,0.50907,0.71632
773,0.50970,0.71669
774,0.51034,0.71705
775,0.51097,0.71742
776,0.51160,0.71778
777,0.51223,0.71815
778,0.51157,0.71851
779,0.51220,0.71887
780,0.51282,0.71795
781,0.51344,0.71831
782,0.51279,0.71867
783,0.51341,0.71903
784,0.51403,0.71939
785,0.51338,0.71847
786,0.51399,0.71756
787,0.51334,0.71665
788,0.51396,0.71701
789,0.51458,0.71610
790,0.51519,0.71646
791,0.51580,0.71555
792,0.51641,0.71591
793,0.51702,0.71627
794,0.51763,0.71662
795,0.51824,0.71698
796,0.51884,0.71734
797,0.51945,0.71769
798,0.52005,0.71805
799,0.52065,0.71840
800,0.52125,0.71875
801,0.52060,0.71910
802,0.52120,0.71945
803,0.52055,0.71856
804,0.51990,0.71766
805,0.52050,0.71801
806,0.52109,0.71836
807,0.52045,0.71871
808,0.51980,0.71906
809,0.51916,0.71941
810,0.51975,0.71975
811,0.52035,0.71887
812,0.52094,0.71921
813,0.52030,0.71956
814,0.52088,0.71867
815,0.52025,0.71779
816,0.51961,0.71814
817,0.52020,0.71726
818,0.52078,0.71760
819,0.52137,0.71795
820,0.52195,0.71829
821,0.52253,0.71864
822,0.52311,0.71898
823,0.52369,0.71932
824,0.52427,0.71845
825,0.52485,0.71879
826,0.52542,0.71792
827,0.52479,0.71826
828,0.52536,0.71860
829,0.52473,0.71894
830,0.52410,0.71928
831,0.52347,0.71961
832,0.52404,0.71995
833,0.52341,0.72029
834,0.52398,0.72062
835,0.52455,0.72096
836,0.52392,0.72129
837,0.52330,0.72162
838,0.52387,0.72196
839,0.52443,0.72110
840,0.52500,0.72143
841,0.52556,0.72176
842,0.52613,0.72209
843,0.52669,0.72242
844,0.52725,0.72275
845,0.52663,0.72308
846,0.52719,0.72340
847,0.52656,0.72373
848,0.52594,0.72406
849,0.52532,0.72438
850,0.52588,0.72471
851,0.52644,0.72503
852,0.52582,0.72535
853,0.52638,0.72567
854,0.52693,0.72600
855,0.52749,0.72515
856,0.52687,0.72430
857,0.52742,0.72345
858,0.52797,0.72378
859,0.52852,0.72293
860,0.52907,0.72326
861,0.52846,0.72358
862,0.52900,0.72274
863,0.52839,0.72306
864,0.52778,0.72338
865,0.52717,0.72254
866,0.52656,0.72286
867,0.52595,0.72318
868,0.52535,0.72350
869,0.52474,0.72382
870,0.52414,0.72299
871,0.52468,0.72331
872,0.52523,0.72248
873,0.52577,0.72279
874,0.52632,0.72311
875,0.52686,0.72229
876,0.52740,0.72260
877,0.52680,0.72292
878,0.52733,0.72323
879,0.52673,0.72355
880,0.52614,0.72386
881,0.52554,0.72418
882,0.52608,0.72449
883,0.52548,0.72480
884,0.52602,0.72511
885,0.52655,0.72429
886,0.52709,0.72460
887,0.52649,0.72492
888,0.52590,0.72523
889,0.52643,0.72553
890,0.52697,0.72584
891,0.52637,0.72615
892,0.52578,0.72646
893,0.52520,0.72676
894,0.52573,0.72707
895,0.52514,0.72737
896,0.52567,0.72768
897,0.52620,0.72798
898,0.52673,0.72717
899,0.52614,0.72747
900,0.52667,0.72667
901,0.52719,0.72586
902,0.52661,0.72616
903,0.52602,0.72536
904,0.52655,0.72566
905,0.52707,0.72486
906,0.52759,0.72406
907,0.52701,0.72437
908,0.52753,0.72467
909,0.52695,0.72497
910,0.52747,0.72527
911,0.52799,0.72558
912,0.52741,0.72478
913,0.52793,0.72508
914,0.52845,0.72429
915,0.52787,0.72459
916,0.52729,0.72489
917,0.52672,0.72519
918,0.52723,0.72549
919,0.52775,0.72579
920,0.52717,0.72609
921,0.52769,0.72638
922,0.52820,0.72560
923,0.52871,0.72589
924,0.52922,0.72619
925,0.52865,0.72649
926,0.52808,0.72570
927,0.52859,0.72492
928,0.52802,0.72414
929,0.52853,0.72443
930,0.52796,0.72473
931,0.52739,0.72503
932,0.52790,0.72532
933,0.52733,0.72454
934,0.52677,0.72377
935,0.52727,0.72299
936,0.52778,0.72329
937,0.52721,0.72359
938,0.52772,0.72388
939,0.52822,0.72417
940,0.52766,0.72447
941,0.52710,0.72476
942,0.52760,0.72505
943,0.52704,0.72534
944,0.52754,0.72564
945,0.52698,0.72593
946,0.52643,0.72516
947,0.52587,0.72545
948,0.52637,0.72574
949,0.52687,0.72603
950,0.52632,0.72632
951,0.52681,0.72660
952,0.52626,0.72689
953,0.52676,0.72718
954,0.52621,0.72746
955,0.52565,0.72775
956,0.52615,0.72803
957,0.52665,0.72727
958,0.52610,0.72756
959,0.52555,0.72784
960,0.52500,0.72708
961,0.52549,0.72737
962,0.52495,0.72661
963,0.52544,0.72690
964,0.52593,0.72718
965,0.52539,0.72746
966,0.52588,0.72774
967,0.52534,0.72802
968,0.52479,0.72831
969,0.52425,0.72859
970,0.52474,0.72887
971,0.52523,0.72915
972,0.52572,0.72840
973,0.52518,0.72867
974,0.52567,0.72793
975,0.52615,0.72821
976,0.52561,0.72848
977,0.52610,0.72876
978,0.52556,0.72904
979,0.52605,0.72932
980,0.52551,0.72857
981,0.52599,0.72783
982,0.52648,0.72709
983,0.52696,0.72635
984,0.52642,0.72663
985,0.52589,0.72589
986,0.52637,0.72617
987,0.52584,0.72644
988,0.52530,0.72672
989,0.52578,0.72700
990,0.52626,0.72727
991,0.52573,0.72755
992,0.52520,0.72782
993,0.52467,0.72810
994,0.52515,0.72736
995,0.52462,0.72764
996,0.52510,0.72791
997,0.52558,0.72818
998,0.52505,0.72846
999,0.52452,0.72873
1000,0.52400,0.72900
1001,0.52448,0.72927
1002,0.52495,0.72954
1003,0.52542,0.72881
1004,0.52590,0.72908
1005,0.52637,0.72935
1006,0.52584,0.72863
1007,0.52632,0.72890
1008,0.52579,0.72917
1009,0.52527,0.72944
1010,0.52574,0.72970
1011,0.52621,0.72997
1012,0.52668,0.73024
1013,0.52616,0.73050
1014,0.52663,0.72978
1015,0.52709,0.73005
1016,0.52756,0.73031
1017,0.52802,0.73058
1018,0.52849,0.73084
1019,0.52797,0.73111
1020,0.52843,0.73137
1021,0.52889,0.73164
1022,0.52838,0.73190
1023,0.52884,0.73216
1024,0.52832,0.73242
1025,0.52878,0.73171
1026,0.52827,0.73099
1027,0.52775,0.73126
1028,0.52724,0.73054
1029,0.52672,0.73081
1030,0.52621,0.73107
1031,0.52667,0.73133
1032,0.52616,0.73062
1033,0.52565,0.73088
1034,0.52611,0.73114
1035,0.52560,0.73140
1036,0.52606,0.73166
1037,0.52555,0.73192
1038,0.52601,0.73218
1039,0.52551,0.73244
1040,0.52596,0.73269
1041,0.52546,0.73295
1042,0.52495,0.73321
1043,0.52445,0.73250
1044,0.52490,0.73276
1045,0.52440,0.73206
1046,0.52486,0.73231
1047,0.52531,0.73161
1048,0.52576,0.73092
1049,0.52526,0.73022
1050,0.52571,0.73048
1051,0.52617,0.73073
1052,0.52662,0.73099
1053,0.52707,0.73124
1054,0.52751,0.73055
1055,0.52796,0.73081
1056,0.52746,0.73106
1057,0.52791,0.73132
1058,0.52741,0.73062
1059,0.52691,0.73088
1060,0.52642,0.73113
1061,0.52686,0.73139
1062,0.52637,0.73164
1063,0.52587,0.73095
1064,0.52538,0.73120
1065,0.52488,0.73052
1066,0.52533,0.73077
1067,0.52577,0.73102
1068,0.52622,0.73034
1069,0.52572,0.73059
1070,0.52617,0.73084
1071,0.52661,0.73109
1072,0.52612,0.73041
1073,0.52656,0.73066
1074,0.52607,0.73091
1075,0.52651,0.73116
1076,0.52602,0.73141
1077,0.52646,0.73073
1078,0.52690,0.73098
1079,0.52734,0.73123
1080,0.52685,0.73148
1081,0.52636,0.73173
1082,0.52588,0.73198
1083,0.52632,0.73223
1084,0.52583,0.73155
1085,0.52627,0.73180
1086,0.52670,0.73204
1087,0.52622,0.73137
1088,0.52574,0.73162
1089,0.52525,0.73186
1090,0.52477,0.73211
1091,0.52521,0.73236
1092,0.52473,0.73260
1093,0.52516,0.73193
1094,0.52559,0.73126
1095,0.52511,0.73151
1096,0.52464,0.73175
1097,0.52507,0.73200
1098,0.52550,0.73224
1099,0.52502,0.73157
1100,0.52545,0.73182
1101,0.52589,0.73206
1102,0.52541,0.73230
1103,0.52584,0.73255
1104,0.52627,0.73279
1105,0.52670,0.73303
1106,0.52712,0.73327
1107,0.52755,0.73351
1108,0.52798,0.73375
1109,0.52750,0.73399
1110,0.52703,0.73423
1111,0.52655,0.73447
1112,0.52608,0.73471
1113,0.52561,0.73405
1114,0.52603,0.73429
1115,0.52556,0.73453
1116,0.52509,0.73477
1117,0.52551,0.73500
1118,0.52594,0.73435
1119,0.52636,0.73458
1120,0.52679,0.73482
1121,0.52632,0.73506
1122,0.52674,0.73440
1123,0.52627,0.73375
1124,0.52669,0.73399
1125,0.52711,0.73422
1126,0.52753,0.73357
1127,0.52795,0.73381
1128,0.52748,0.73316
1129,0.52790,0.73251
1130,0.52743,0.73186
1131,0.52785,0.73210
1132,0.52739,0.73233
1133,0.52780,0.73257
1134,0.52734,0.73280
1135,0.52775,0.73216
1136,0.52729,0.73239
1137,0.52682,0.73263
1138,0.52636,0.73286
1139,0.52678,0.73310
1140,0.52719,0.73246
1141,0.52761,0.73181
1142,0.52715,0.73205
1143,0.52756,0.73141
1144,0.52710,0.73164
1145,0.52664,0.73100
1146,0.52705,0.73124
1147,0.52659,0.73147
1148,0.52613,0.73171
1149,0.52654,0.73194
1150,0.52696,0.73217
1151,0.52650,0.73241
